Original_SMILES,New_SMILES,ID,Catalog ID,Collection,"Price(3 umol), USD",Lead time,canonical_smiles,most_similar_index,tanimoto_similarity,compound_rank,Enamine catalog ID_q,Participant ID,rank,smiles,Enamine catalog ID_local,mol_weight,logP,PAINS passed [y/n],Method,MMGBSA,Wim Recc.,Jude Recc.,similar_to,similarity_scores,bad_apples
Cl.COCCCSC=1C=CC(NC(=O)NCC=2C=CC=CC2CN3CCC[C@@H](C)C3)=CC1,COCCCSC=1C=CC(NC(=O)NCC=2C=CC=CC2CN3CCCC(C)C3)=CC1,C-1972-45,Z8740837649,sRDB,83.2,5-6 weeks,COCCCSc1ccc(NC(=O)NCc2ccccc2CN2CCC[C@@H](C)C2)cc1.Cl,44.0,0.6039603960396040,45,m_2708baa____907048____23982232,1972,45,COCCCSc1ccc(NC(=O)NCc2ccccc2C[N@@H+]2CCC[C@@H](C)C2)cc1,m_2708baa____907048____23982232,442.649,3.9517,y,infinisee patent1 + MMGBSA,-69.6,,,,,Low pScore
Cl.COC(=O)CN1CCN(CC1)C=2C=CC(NC(=O)NCC=3C=CC=CC3CN4CCCC[C@H]4C)=CC2,COC(=O)CN1CCN(CC1)C=2C=CC(NC(=O)NCC=3C=CC=CC3CN4CCCCC4C)=CC2,C-1972-46,Z1122775589,sRDB,83.2,5-6 weeks,COC(=O)CN1CCN(c2ccc(NC(=O)NCc3ccccc3CN3CCCC[C@H]3C)cc2)CC1.Cl,45.0,0.65,46,m_2708baa____907038____23992542,1972,46,COC(=O)CN1CCN(c2ccc(NC(=O)NCc3ccccc3C[N@H+]3CCCC[C@H]3C)cc2)CC1,m_2708baa____907038____23992542,494.66,2.2606,y,infinisee patent1 + MMGBSA,-69.44,,,,,No pScore
Cl.CC1CCN(CCC=2C=CC=C(NC(=O)N(CCC(C)(C)O)CC=3C=CC=CC3)C2)CC1,Cl.CC1CCN(CCC=2C=CC=C(NC(=O)N(CCC(C)(C)O)CC=3C=CC=CC3)C2)CC1,C-1972-47,Z8740336545,sRDB,83.2,5-6 weeks,CC1CCN(CCc2cccc(NC(=O)N(CCC(C)(C)O)Cc3ccccc3)c2)CC1.Cl,46.0,0.6526315789473690,47,m_2430bbb____8166572____13772104,1972,47,CC1CC[NH+](CCc2cccc(NC(=O)N(CCC(C)(C)O)Cc3ccccc3)c2)CC1,m_2430bbb____8166572____13772104,438.636,3.739,y,infinisee patent1 + MMGBSA,-69.41,,,,,Low pScore
Cl.CCN1C=C(C=N1)[C@@H](O)CN(CC=2C=CC=CC2)C(=O)NC=3C=CC(CN4CCCC4)=C(C3)C(F)(F)F,CCN1C=C(C=N1)C(O)CN(CC=2C=CC=CC2)C(=O)NC=3C=CC(CN4CCCC4)=C(C3)C(F)(F)F,C-1972-48,Z8740843347,sRDB,83.2,5-6 weeks,CCn1cc([C@@H](O)CN(Cc2ccccc2)C(=O)Nc2ccc(CN3CCCC3)c(C(F)(F)F)c2)cn1.Cl,47.0,0.7169811320754720,48,m_2430bbb____22525090____9280632,1972,48,CCn1cc([C@@H](O)CN(Cc2ccccc2)C(=O)Nc2ccc(C[NH+]3CCCC3)c(C(F)(F)F)c2)cn1,m_2430bbb____22525090____9280632,516.588,3.8682,y,infinisee patent1 + MMGBSA,-69.13,,,,,No pScore
Cl.C[C@@H]1CCN(CCOC=2C=CC(NC(=O)NCC=3C=CC=C(CN4CCOCC4)C3)=CC2)C1,CC1CCN(CCOC=2C=CC(NC(=O)NCC=3C=CC=C(CN4CCOCC4)C3)=CC2)C1,C-1972-49,Z8740845181,sRDB,83.2,5-6 weeks,C[C@@H]1CCN(CCOc2ccc(NC(=O)NCc3cccc(CN4CCOCC4)c3)cc2)C1.Cl,48.0,0.6826923076923080,49,m_2708baa____1008730____24000712,1972,49,C[C@@H]1CC[N@@H+](CCOc2ccc(NC(=O)NCc3cccc(CN4CCOCC4)c3)cc2)C1,m_2708baa____1008730____24000712,453.607,2.144,y,infinisee patent1 + MMGBSA,-68.92,,,,,Moderate pScore
Cl.C[C@@H]1CCCCN1CC=2C=CC=CC2CNC(=O)NC=3C=CC=4N(CC5CC5)C(=O)CCC4C3,CC1CCCCN1CC=2C=CC=CC2CNC(=O)NC=3C=CC=4N(CC5CC5)C(=O)CCC4C3,C-1972-50,Z8740846898,sRDB,83.2,5-6 weeks,C[C@@H]1CCCCN1Cc1ccccc1CNC(=O)Nc1ccc2c(c1)CCC(=O)N2CC1CC1.Cl,49.0,0.6481481481481480,50,m_2708baa____907038____24022458,1972,50,C[C@@H]1CCCC[N@@H+]1Cc1ccccc1CNC(=O)Nc1ccc2c(c1)CCC(=O)N2CC1CC1,m_2708baa____907038____24022458,461.63,3.6548,y,infinisee patent1 + MMGBSA,-68.91,,,m_2708baa____907038____23993192,0.95,No pScore
CCN(CC)CCNC(=O)C=1C=CC(NC(=O)C2C=3C=CC=CC3OC=4C=CC=CC24)=CC1,CCN(CC)CCNC(=O)C=1C=CC(NC(=O)C2C=3C=CC=CC3OC=4C=CC=CC24)=CC1,C-1972-64,Z26393337,HTS,12.7,2-3 weeks,CCN(CC)CCNC(=O)c1ccc(NC(=O)C2c3ccccc3Oc3ccccc32)cc1,63.0,0.7012987012987010,64,Z26393337,1972,64,CC[NH+](CC)CCNC(=O)c1ccc(NC(=O)C2c3ccccc3Oc3ccccc32)cc1,Z26393337,444.555,3.2174,y,vina + MMGBSA,-67.74,,,,,No pScore
Cl.C[C@@H]1CCCN(CC=2C=CC=CC2CNC(=O)N(CC3CC3)CC=4C=CC=C(O)C4)C1,CC1CCCN(CC=2C=CC=CC2CNC(=O)N(CC3CC3)CC=4C=CC=C(O)C4)C1,C-1972-67,Z8740869342,sRDB,83.2,5-6 weeks,C[C@@H]1CCCN(Cc2ccccc2CNC(=O)N(Cc2cccc(O)c2)CC2CC2)C1.Cl,66.0,0.5980392156862750,67,m_2708baa____907048____24020390,1972,67,C[C@@H]1CCC[N@@H+](Cc2ccccc2CNC(=O)N(Cc2cccc(O)c2)CC2CC2)C1,m_2708baa____907048____24020390,422.589,3.329,y,infinisee REAL + MMGBSA + amine,-67.46,,,,,No pScore
CC1(C)N(C(=O)COC(=O)C2=NN(CC=3C=CC=CC3)C(=O)C=4C=CC=CC24)C=5C=CC=CC5NC1=O,CC1(C)N(C(=O)COC(=O)C2=NN(CC=3C=CC=CC3)C(=O)C=4C=CC=CC24)C=5C=CC=CC5NC1=O,C-1972-69,Z15497168,HTS,12.7,2-3 weeks,CC1(C)C(=O)Nc2ccccc2N1C(=O)COC(=O)c1nn(Cc2ccccc2)c(=O)c2ccccc12,68.0,1.0,69,Z15497168,1972,69,CC1(C)C(=O)Nc2ccccc2N1C(=O)COC(=O)c1nn(Cc2ccccc2)c(=O)c2ccccc12,Z15497168,496.523,3.3655,y,vina + MMGBSA,-67.24,,,,,No pScore
FC=1C=CC=CC1CC(=O)N2CCN(CC2)C(=O)NCC=3C=CC=CC3COCC=4C=CC=CC4,FC=1C=CC=CC1CC(=O)N2CCN(CC2)C(=O)NCC=3C=CC=CC3COCC=4C=CC=CC4,C-1972-70,Z885889506,HTS,12.7,2-3 weeks,O=C(Cc1ccccc1F)N1CCN(C(=O)NCc2ccccc2COCc2ccccc2)CC1,69.0,1.0,70,Z885889506,1972,70,O=C(Cc1ccccc1F)N1CCN(C(=O)NCc2ccccc2COCc2ccccc2)CC1,Z885889506,475.564,4.139,y,vina + MMGBSA,-67.18,,,,,No pScore
CCN(C=1C=CC=CC1)S(=O)(=O)C=2C=C(C=CC2C)C(=O)NCC(N3CCCCC3)C4=CC=CO4,CCN(C=1C=CC=CC1)S(=O)(=O)C=2C=C(C=CC2C)C(=O)NCC(N3CCCCC3)C4=CC=CO4,C-1972-71,Z26996491,HTS,12.7,2-3 weeks,CCN(c1ccccc1)S(=O)(=O)c1cc(C(=O)NCC(c2ccco2)N2CCCCC2)ccc1C,70.0,0.6504854368932040,71,Z26996491,1972,71,CCN(c1ccccc1)S(=O)(=O)c1cc(C(=O)NCC(c2ccco2)[NH+]2CCCCC2)ccc1C,Z26996491,496.653,3.34312,y,vina + MMGBSA,-66.91,,,,,No pScore
Cl.Cl.C[C@@H]1CCCCN1CC=2C=CC=CC2CNC(=O)NC=3C=CC(=CC3)N4CC[C@@H](O)C4,CC1CCCCN1CC=2C=CC=CC2CNC(=O)NC=3C=CC(=CC3)N4CC[C@@H](O)C4,C-1972-72,Z8740870965,sRDB,83.2,5-6 weeks,C[C@@H]1CCCCN1Cc1ccccc1CNC(=O)Nc1ccc(N2CC[C@@H](O)C2)cc1.Cl.Cl,45.0,0.4107142857142860,72,m_2708baa____907038____23984790,1972,72,C[C@@H]1CCCC[N@@H+]1Cc1ccccc1CNC(=O)Nc1ccc([N@H+]2CC[C@@H](O)C2)cc1,m_2708baa____907038____23984790,423.578,2.537,y,infinisee REAL + MMGBSA + amine,-66.81,,,,,No pScore
COC=1C=CC=CC1C(CNC(=O)C=2C=CC=3C(=O)N4CCCCCC4=NC3C2)N5CCCC5,COC=1C=CC=CC1C(CNC(=O)C=2C=CC=3C(=O)N4CCCCCC4=NC3C2)N5CCCC5,C-1972-73,Z28475766,HTS,12.7,2-3 weeks,COc1ccccc1C(CNC(=O)c1ccc2c(=O)n3c(nc2c1)CCCCC3)N1CCCC1,72.0,0.7047619047619050,73,Z28475766,1972,73,COc1ccccc1C(CNC(=O)c1ccc2c(=O)n3c(nc2c1)CCCCC3)[NH+]1CCCC1,Z28475766,461.586,2.2813,y,vina + MMGBSA,-66.43,,,,,No pScore
Cl.CC(C)CN(CC=1C=CC=C(F)C1)C(=O)NCC=2C=CC=CC2CN3C[C@H](C)C[C@@H](C)C3,CC(C)CN(CC=1C=CC=C(F)C1)C(=O)NCC=2C=CC=CC2CN3CC(C)CC(C)C3,C-1972-74,Z8740872177,sRDB,83.2,5-6 weeks,CC(C)CN(Cc1cccc(F)c1)C(=O)NCc1ccccc1CN1C[C@H](C)C[C@@H](C)C1.Cl,73.0,0.6666666666666670,74,m_2708baa____907258____2247288,1972,74,CC(C)CN(Cc1cccc(F)c1)C(=O)NCc1ccccc1C[NH+]1C[C@H](C)C[C@@H](C)C1,m_2708baa____907258____2247288,440.623,4.254,y,infinisee REAL + MMGBSA + amine,-66.24,,,,,Low pScore
Cl.FC=1C=CC=C(C1)[C@H](NC(=O)NCC=2C=CC=CC2CN3CCCCCC3)C4CC4,FC=1C=CC=C(C1)C(NC(=O)NCC=2C=CC=CC2CN3CCCCCC3)C4CC4,C-1972-75,Z8740873043,sRDB,83.2,5-6 weeks,Cl.O=C(NCc1ccccc1CN1CCCCCC1)N[C@@H](c1cccc(F)c1)C1CC1,74.0,0.625,75,m_2708baa____4833158____23980732,1972,75,O=C(NCc1ccccc1C[NH+]1CCCCCC1)N[C@@H](c1cccc(F)c1)C1CC1,m_2708baa____4833158____23980732,410.554,3.735,y,infinisee REAL + MMGBSA + amine,-65.56,,,m_2708baa____4833158____7026140,0.91,No pScore
CC=1N=C(NC(=O)CCCC2=NC=3C=CC=CC3C(=O)N2)SC1CC=4C=CC=5OCOC5C4,CC=1N=C(NC(=O)CCCC2=NC=3C=CC=CC3C(=O)N2)SC1CC=4C=CC=5OCOC5C4,C-1972-76,Z29000042,HTS,12.7,2-3 weeks,Cc1nc(NC(=O)CCCc2nc3ccccc3c(=O)[nH]2)sc1Cc1ccc2c(c1)OCO2,75.0,1.0,76,Z29000042,1972,76,Cc1nc(NC(=O)CCCc2nc3ccccc3c(=O)[nH]2)sc1Cc1ccc2c(c1)OCO2,Z29000042,462.531,3.96892,y,vina + MMGBSA,-65.42,,,,,No pScore
O=C(C=CC=1C=CC=CC1)N=C2N=C3N=CC=CN3CC=4C=CC=CC24,O=C(C=CC=1C=CC=CC1)N=C2N=C3N=CC=CN3CC=4C=CC=CC24,C-1972-77,Z56786272,HTS,12.7,2-3 weeks,O=C(C=Cc1ccccc1)N=C1N=C2N=CC=CN2Cc2ccccc21,76.0,0.4019607843137260,77,Z56786272,1972,77,O=C(C=Cc1ccccc1)NC1=[N+]=C2N=CC=CN2Cc2ccccc21,Z56786272,341.394,2.0997,y,vina + MMGBSA,-65.12,,,,,No pScore
Cl.OC=1C=CC=C(CN(CC2CC2)C(=O)NC=3C=CC(CN4CCCC4)=C(C3)C(F)(F)F)C1,Cl.OC=1C=CC=C(CN(CC2CC2)C(=O)NC=3C=CC(CN4CCCC4)=C(C3)C(F)(F)F)C1,C-1972-78,Z8740336617,sRDB,83.2,5-6 weeks,Cl.O=C(Nc1ccc(CN2CCCC2)c(C(F)(F)F)c1)N(Cc1cccc(O)c1)CC1CC1,77.0,0.6666666666666670,78,m_2430cab____22525090____4836042,1972,78,O=C(Nc1ccc(C[NH+]2CCCC2)c(C(F)(F)F)c1)N(Cc1cccc(O)c1)CC1CC1,m_2430cab____22525090____4836042,448.506,4.034,y,infinisee REAL + MMGBSA + amine,-64.96,,,,,No pScore
CC1CCCN(CC=2C=CC(CNC(=O)CCCOC=3C=CC=4NC(=O)CCC4C3)=CC2)C1,CC1CCCN(CC=2C=CC(CNC(=O)CCCOC=3C=CC=4NC(=O)CCC4C3)=CC2)C1,C-1972-79,Z421504842,HTS,12.7,2-3 weeks,CC1CCCN(Cc2ccc(CNC(=O)CCCOc3ccc4c(c3)CCC(=O)N4)cc2)C1,78.0,0.6363636363636360,79,Z421504842,1972,79,CC1CCC[NH+](Cc2ccc(CNC(=O)CCCOc3ccc4c(c3)CCC(=O)N4)cc2)C1,Z421504842,450.603,2.8615,y,vina + MMGBSA,-64.74,,,,,No pScore
Cl.C[C@@H]1C[C@@H](C)CN(CC=2C=CC=CC2CNC(=O)N[C@H](C=3C=CC=CC3)C4(CO)CCCC4)C1,CC1CC(C)CN(CC=2C=CC=CC2CNC(=O)NC(C=3C=CC=CC3)C4(CO)CCCC4)C1,C-1972-80,Z8740874307,sRDB,83.2,5-6 weeks,C[C@@H]1C[C@@H](C)CN(Cc2ccccc2CNC(=O)N[C@H](c2ccccc2)C2(CO)CCCC2)C1.Cl,79.0,0.651685393258427,80,m_2708baa____907258____13192978,1972,80,C[C@@H]1C[C@@H](C)C[NH+](Cc2ccccc2CNC(=O)N[C@H](c2ccccc2)C2(CO)CCCC2)C1,m_2708baa____907258____13192978,464.67,3.841,y,infinisee REAL + MMGBSA + amine,-64.56,,,,,Moderate pScore
CN1CCC=2N=C(C=CC=3C=CC=C(OCC=4C=CC=C(C#N)C4)C3)NC(=O)C2C1,CN1CCC=2N=C(C=CC=3C=CC=C(OCC=4C=CC=C(C#N)C4)C3)NC(=O)C2C1,C-1972-81,Z2026306780,HTS,12.7,2-3 weeks,CN1CCc2nc(C=Cc3cccc(OCc4cccc(C#N)c4)c3)[nH]c(=O)c2C1,80.0,0.6857142857142860,81,Z2026306780,1972,81,C[NH+]1CCc2nc(C=Cc3cccc(OCc4cccc(C#N)c4)c3)[nH]c(=O)c2C1,Z2026306780,399.474,1.96178,y,vina + MMGBSA,-64.55,,,,,No pScore
CCC1=NOC=2N=CC(=CC12)C(=O)NCC=3C=CC=CC3CN4CCCCC4C,CCC1=NOC=2N=CC(=CC12)C(=O)NCC=3C=CC=CC3CN4CCCCC4C,C-1972-82,Z759571834,HTS,12.7,2-3 weeks,CCc1noc2ncc(C(=O)NCc3ccccc3CN3CCCCC3C)cc12,81.0,0.6237623762376240,82,Z759571834,1972,82,CCc1noc2ncc(C(=O)NCc3ccccc3C[NH+]3CCCCC3C)cc12,Z759571834,393.511,2.6725,y,vina + MMGBSA,-64.52,,,,,No pScore
CN1CCN(CC1)C(C2=NC(=NO2)C=3C=CC(OC=4C=CC(F)=CC4)=NC3)C=5C=CC=CC5,CN1CCN(CC1)C(C2=NC(=NO2)C=3C=CC(OC=4C=CC(F)=CC4)=NC3)C=5C=CC=CC5,C-1972-83,Z1908278290,HTS,12.7,2-3 weeks,CN1CCN(C(c2ccccc2)c2nc(-c3ccc(Oc4ccc(F)cc4)nc3)no2)CC1,82.0,0.7752808988764050,83,Z1908278290,1972,83,C[NH+]1CCN(C(c2ccccc2)c2nc(-c3ccc(Oc4ccc(F)cc4)nc3)no2)CC1,Z1908278290,446.506,2.9827,y,vina + MMGBSA,-64.27,,,,,No pScore
Cl.C[C@@H]1CCCN(CC=2C=CC=CC2CNC(=O)N[C@H](C3CCCC3)C=4C=CC=CC4F)C1,CC1CCCN(CC=2C=CC=CC2CNC(=O)NC(C3CCCC3)C=4C=CC=CC4F)C1,C-1972-85,Z8740874804,sRDB,83.2,5-6 weeks,C[C@@H]1CCCN(Cc2ccccc2CNC(=O)N[C@@H](c2ccccc2F)C2CCCC2)C1.Cl,84.0,0.6082474226804120,85,m_2708baa____907048____6958126,1972,85,C[C@@H]1CCC[N@@H+](Cc2ccccc2CNC(=O)N[C@@H](c2ccccc2F)C2CCCC2)C1,m_2708baa____907048____6958126,438.607,4.371,y,infinisee REAL + MMGBSA + amine,-64.14,,,,,No pScore
Cl.COC=1C=CC=CC1[C@@H](CC(C)C)NC(=O)NCC=2C=CC=CC2CN3CCC[C@@H](C)C3,COC=1C=CC=CC1C(CC(C)C)NC(=O)NCC=2C=CC=CC2CN3CCCC(C)C3,C-1972-86,Z8740875786,sRDB,83.2,5-6 weeks,COc1ccccc1[C@@H](CC(C)C)NC(=O)NCc1ccccc1CN1CCC[C@@H](C)C1.Cl,85.0,0.59,86,m_2708baa____907048____6442094,1972,86,COc1ccccc1[C@@H](CC(C)C)NC(=O)NCc1ccccc1C[N@@H+]1CCC[C@@H](C)C1,m_2708baa____907048____6442094,438.632,4.097,y,infinisee REAL + MMGBSA + amine,-63.82,,,,,Low pScore
Cl.CC1CCN(CC=2C=CC(NC(=O)C(=O)N(CC=3C=CC=C(F)C3)C4CCC4)=CC2)CC1,Cl.CC1CCN(CC=2C=CC(NC(=O)C(=O)N(CC=3C=CC=C(F)C3)C4CCC4)=CC2)CC1,C-1972-88,Z8740336624,sRDB,83.2,5-6 weeks,CC1CCN(Cc2ccc(NC(=O)C(=O)N(Cc3cccc(F)c3)C3CCC3)cc2)CC1.Cl,87.0,0.6444444444444450,88,m_2718cba____13162178____1008704,1972,88,CC1CC[NH+](Cc2ccc(NC(=O)C(=O)N(Cc3cccc(F)c3)C3CCC3)cc2)CC1,m_2718cba____13162178____1008704,438.564,3.16,y,infinisee REAL + MMGBSA + amine,-63.52,,,,,Low pScore
CC=1C=CC2=NC(COC(=O)C3C=4C=CC=CC4OC=5C=CC=CC35)=CC(=O)N2C1,CC=1C=CC2=NC(COC(=O)C3C=4C=CC=CC4OC=5C=CC=CC35)=CC(=O)N2C1,C-1972-89,Z54071732,HTS,12.7,2-3 weeks,Cc1ccc2nc(COC(=O)C3c4ccccc4Oc4ccccc43)cc(=O)n2c1,88.0,1.0,89,Z54071732,1972,89,Cc1ccc2nc(COC(=O)C3c4ccccc4Oc4ccccc43)cc(=O)n2c1,Z54071732,398.418,3.98392,y,vina + MMGBSA,-63.39,,,,,No pScore
FC=1C=CC=2SCCC(NC(=O)C=3C=CC(NS(=O)(=O)C=4C=CC=5NC(=O)NC5C4)=CC3)C2C1,FC=1C=CC=2SCCC(NC(=O)C=3C=CC(NS(=O)(=O)C=4C=CC=5NC(=O)NC5C4)=CC3)C2C1,C-1972-90,Z131483750,HTS,12.7,2-3 weeks,O=C(NC1CCSc2ccc(F)cc21)c1ccc(NS(=O)(=O)c2ccc3[nH]c(=O)[nH]c3c2)cc1,89.0,1.0,90,Z131483750,1972,90,O=C(NC1CCSc2ccc(F)cc21)c1ccc(NS(=O)(=O)c2ccc3[nH]c(=O)[nH]c3c2)cc1,Z131483750,498.561,3.763,y,vina + MMGBSA,-63.21,,,,,No pScore
Cl.CCN(CC=1C=CC=C(NC(=O)NC=2C=CC(CN3CCCC3)=C(C2)C(F)(F)F)C1)C(=O)C,Cl.CCN(CC=1C=CC=C(NC(=O)NC=2C=CC(CN3CCCC3)=C(C2)C(F)(F)F)C1)C(=O)C,C-1972-92,Z8740336626,sRDB,83.2,5-6 weeks,CCN(Cc1cccc(NC(=O)Nc2ccc(CN3CCCC3)c(C(F)(F)F)c2)c1)C(C)=O.Cl,91.0,0.6521739130434780,92,m_2430bbb____22525090____22585254,1972,92,CCN(Cc1cccc(NC(=O)Nc2ccc(C[NH+]3CCCC3)c(C(F)(F)F)c2)c1)C(C)=O,m_2430bbb____22525090____22585254,463.521,3.897,y,infinisee REAL + MMGBSA + amine,-62.97,,,m_2430bbb____22525090____22585252,0.83,No pScore
CC(C)CN1N=C(C(=O)NC(CN2CCCC2=O)C=3C=CC=CC3)C=4C=CC=CC4C1=O,CC(C)CN1N=C(C(=O)NC(CN2CCCC2=O)C=3C=CC=CC3)C=4C=CC=CC4C1=O,C-1972-93,Z437056864,HTS,12.7,2-3 weeks,CC(C)Cn1nc(C(=O)NC(CN2CCCC2=O)c2ccccc2)c2ccccc2c1=O,92.0,1.0,93,Z437056864,1972,93,CC(C)Cn1nc(C(=O)NC(CN2CCCC2=O)c2ccccc2)c2ccccc2c1=O,Z437056864,432.524,3.146,y,vina + MMGBSA,-62.66,,,,,Moderate pScore
CC1=CC(=O)OC=2C=C(NC(=O)N(CC3CCCO3)CC=4C=CC=NC4)C=CC12,CC1=CC(=O)OC=2C=C(NC(=O)N(CC3CCCO3)CC=4C=CC=NC4)C=CC12,C-1972-94,Z603291104,HTS,12.7,2-3 weeks,Cc1cc(=O)oc2cc(NC(=O)N(Cc3cccnc3)CC3CCCO3)ccc12,93.0,1.0,94,Z603291104,1972,94,Cc1cc(=O)oc2cc(NC(=O)N(Cc3cccnc3)CC3CCCO3)ccc12,Z603291104,393.443,3.70952,y,vina + MMGBSA,-62.22,,,,,No pScore
FC=1C=C(C(=O)N=C2N=C3N=CC=CN3CC=4C=CC=CC24)C(F)=C(F)C1F,FC=1C=C(C(=O)N=C2N=C3N=CC=CN3CC=4C=CC=CC24)C(F)=C(F)C1F,C-1972-95,Z56781845,HTS,12.7,2-3 weeks,O=C(N=C1N=C2N=CC=CN2Cc2ccccc21)c1cc(F)c(F)c(F)c1F,94.0,0.4095238095238100,95,Z56781845,1972,95,O=C(NC1=[N+]=C2N=CC=CN2Cc2ccccc21)c1cc(F)c(F)c(F)c1F,Z56781845,387.316,2.2565,y,vina + MMGBSA,-62.17,,,,,No pScore
CC=1C=CC(=CC1)C2=NN=C(O2)C=3C=CC(=CC3)C(=O)NCC=4C=CC=CC4CN5CCCC5,CC=1C=CC(=CC1)C2=NN=C(O2)C=3C=CC(=CC3)C(=O)NCC=4C=CC=CC4CN5CCCC5,C-1972-97,Z147088942,HTS,12.7,2-3 weeks,Cc1ccc(-c2nnc(-c3ccc(C(=O)NCc4ccccc4CN4CCCC4)cc3)o2)cc1,96.0,0.6463414634146340,97,Z147088942,1972,97,Cc1ccc(-c2nnc(-c3ccc(C(=O)NCc4ccccc4C[NH+]4CCCC4)cc3)o2)cc1,Z147088942,453.566,3.82072,y,vina + MMGBSA,-62.14,,,,,No pScore
CC1CCCCN1CC=2C=CC=CC2CNC(=O)C=3NC=4CCCC(=O)C4C3C,CC1CCCCN1CC=2C=CC=CC2CNC(=O)C=3NC=4CCCC(=O)C4C3C,C-1972-98,Z424508008,HTS,12.7,2-3 weeks,Cc1c(C(=O)NCc2ccccc2CN2CCCCC2C)[nH]c2c1C(=O)CCC2,97.0,0.6041666666666670,98,Z424508008,1972,98,Cc1c(C(=O)NCc2ccccc2C[NH+]2CCCCC2C)[nH]c2c1C(=O)CCC2,Z424508008,394.539,2.72942,y,vina + MMGBSA,-61.9,,,,,No pScore
FC=1C=CC(=CC1)C2=CN=C(CN3CCCC3CN4C=NC=5C=CC=CC45)O2,FC=1C=CC(=CC1)C2=CN=C(CN3CCCC3CN4C=NC=5C=CC=CC45)O2,C-1972-99,Z1523151619,HTS,12.7,2-3 weeks,Fc1ccc(-c2cnc(CN3CCCC3Cn3cnc4ccccc43)o2)cc1,98.0,0.5588235294117650,99,Z1523151619,1972,99,Fc1ccc(-c2cnc(C[NH+]3CCCC3Cn3cnc4ccccc43)o2)cc1,Z1523151619,377.443,3.0779,y,vina + MMGBSA,-61.7,,,,,No pScore
O=C(NC=1C=CC(=NC1)N2C=NC=N2)C(OC=3C=CC=CC3)C=4C=CC=CC4,O=C(NC=1C=CC(=NC1)N2C=NC=N2)C(OC=3C=CC=CC3)C=4C=CC=CC4,C-1972-100,Z443024818,HTS,12.7,2-3 weeks,O=C(Nc1ccc(-n2cncn2)nc1)C(Oc1ccccc1)c1ccccc1,99.0,1.0,100,Z443024818,1972,100,O=C(Nc1ccc(-n2cncn2)nc1)C(Oc1ccccc1)c1ccccc1,Z443024818,371.4,3.4211,y,vina + MMGBSA,-61.7,,,,,No pScore
CC1CN(CC(C)O1)S(=O)(=O)C=2C=CC=C(C2)C(=O)NC(C3=NC=CN3C)C=4C=CC=C(F)C4,CC1CN(CC(C)O1)S(=O)(=O)C=2C=CC=C(C2)C(=O)NC(C3=NC=CN3C)C=4C=CC=C(F)C4,C-1972-104,Z167565772,HTS,12.7,2-3 weeks,CC1CN(S(=O)(=O)c2cccc(C(=O)NC(c3cccc(F)c3)c3nccn3C)c2)CC(C)O1,103.0,1.0,104,Z167565772,1972,104,CC1CN(S(=O)(=O)c2cccc(C(=O)NC(c3cccc(F)c3)c3nccn3C)c2)CC(C)O1,Z167565772,486.569,2.8765,y,vina + MMGBSA,-61.19,,,,,No pScore
CN1N=C(C(=O)NC=2C=C(C=CC2Cl)S(=O)(=O)N3CCCCC3)C=4C=CC=CC4C1=O,CN1N=C(C(=O)NC=2C=C(C=CC2Cl)S(=O)(=O)N3CCCCC3)C=4C=CC=CC4C1=O,C-1972-106,Z30491927,HTS,12.7,2-3 weeks,Cn1nc(C(=O)Nc2cc(S(=O)(=O)N3CCCCC3)ccc2Cl)c2ccccc2c1=O,104.0,1.0,106,Z30491927,1972,105,Cn1nc(C(=O)Nc2cc(S(=O)(=O)N3CCCCC3)ccc2Cl)c2ccccc2c1=O,Z30491927,460.943,3.0138,y,vina + MMGBSA,-61.08,,,Z30491927,1.0,No pScore
CN1N=C(C(=O)NC=2C=C(C=CC2Cl)S(=O)(=O)N3CCCCC3)C=4C=CC=CC4C1=O,CN1N=C(C(=O)NC=2C=C(C=CC2Cl)S(=O)(=O)N3CCCCC3)C=4C=CC=CC4C1=O,C-1972-106,Z30491927,HTS,12.7,2-3 weeks,Cn1nc(C(=O)Nc2cc(S(=O)(=O)N3CCCCC3)ccc2Cl)c2ccccc2c1=O,104.0,1.0,106,Z30491927,1972,106,Cn1nc(C(=O)Nc2cc(S(=O)(=O)N3CCCCC3)ccc2Cl)c2ccccc2c1=O,Z30491927,460.943,3.0138,y,vina + MMGBSA,-61.08,,,Z30491927,1.0,No pScore
ClC=1C=CC(=CC1)C=2C=C(C(=O)OCC3CNC(=O)O3)C=4C=CC=CC4N2,ClC=1C=CC(=CC1)C=2C=C(C(=O)OCC3CNC(=O)O3)C=4C=CC=CC4N2,C-1972-108,Z57014360,HTS,12.7,2-3 weeks,O=C1NCC(COC(=O)c2cc(-c3ccc(Cl)cc3)nc3ccccc23)O1,107.0,1.0,108,Z57014360,1972,108,O=C1NCC(COC(=O)c2cc(-c3ccc(Cl)cc3)nc3ccccc23)O1,Z57014360,382.803,3.8204,y,vina + MMGBSA,-61.0,,,,,No pScore
