Participant ID,rank,smiles,Enamine catalog ID,mol_weight,logP,PAINS passed [y/n],Method,MMGBSA,Wim Recc.,Jude Recc.,Vina Score,Pharmaco score
1972,,C[C@@H]1C[C@@H](C)C[NH+](Cc2ccc(CNC(=O)N(Cc3cccc(C(F)(F)F)c3)C3CC3)cc2)C1,m_2708baa____907256____24000564,474.588,4.64,,infinisee REAL + MMGBSA  + amine,-37.39,,,,
1972,,O=C(NCc1cccc(C[NH+]2CCCCCC2)c1)NCc1ccccc1N1CCC(CO)CC1,m_2708baa____2307424____23881450,465.658,2.854,,infinisee REAL + MMGBSA  + amine,-57.59,,,,
1972,,Cc1cccc(CN(C(=O)NCc2ccc(C[NH+]3C[C@H](C)C[C@@H](C)C3)cc2)C2CC2)c1,m_2708baa____907256____1008936,420.617,3.93,,infinisee REAL + MMGBSA  + amine,-38.37,,,,
1972,,C[C@@H]1CCC[N@@H+](Cc2ccc(CNC(=O)N(Cc3ccccc3F)[C@H](C)CCCO)cc2)C1,m_2708baa____907046____23984324,456.622,3.513,,infinisee REAL + MMGBSA  + amine,-35.68,,,,
1972,,CCOc1ccccc1[C@@H](CC(C)C)NC(=O)NCc1ccccc1C[NH+]1CCC(C)CC1,m_2708baa____9283446____6407812,452.659,4.487,,infinisee REAL + MMGBSA  + amine,-39.06,,,,
1972,,C[C@@H]1CCC[N@@H+](Cc2ccc(CNC(=O)N(Cc3ccccc3C(F)(F)F)C3CCCC3)cc2)C1,m_2708baa____907046____5730054,488.614,5.175,,infinisee REAL + MMGBSA  + amine,-42.47,,,,
1972,,C[C@@H]1C[C@@H](C)C[NH+](Cc2ccc(CNC(=O)N(Cc3cccc(F)c3)C3CC3)cc2)C1,m_2708baa____907256____1010246,424.581,3.761,,infinisee REAL + MMGBSA  + amine,-47.02,,,,
1972,,C[N@H+](Cc1ccccc1NCC(=O)Nc1cccc(N2CCCC2=O)c1)C1CCCCC1,m_38bba____56203____6579370,435.589,3.211,,infinisee REAL + MMGBSA  + amine,-46.92,,,,
1972,,O=C(CN(Cc1ccc(F)cc1)C1CCC1)Nc1ccc(C[NH+]2CCCCC2)cc1,m_2230bec____16637212____14795296,411.562,1.971,,infinisee REAL + MMGBSA  + amine,-61.46,,,,
1972,,CCN(Cc1cccc(NC(=O)Nc2ccc(Cl)c(C[NH+]3CCCCC3)c2)c1)C(C)=O,m_2430bbb____6493264____22585254,443.996,3.921,,infinisee REAL + MMGBSA  + amine,-60.64,,,,
1972,,O=C(Cc1ccc(N2CCCC2=O)cc1)Nc1cccc(CC[NH+]2CCCC2)c1,m_22bbb____8166354____134236,392.52,2.216,,infinisee REAL + MMGBSA  + amine,-24.74,,,,
1972,,C[C@@H]1CCC[N@@H+](Cc2ccc(CNC(=O)N(Cc3ccccc3)[C@@H](CO)C3CC3)cc2)C1,m_2708baa____907046____23980516,436.616,2.984,,infinisee REAL + MMGBSA  + amine,-31.19,,,,
1972,,CCCCCN(Cc1ccc(F)cc1)C(=O)Nc1ccc(Cl)c(C[NH+]2CCCCC2)c1,m_2430bbb____6493264____741868,447.015,5.272,,infinisee REAL + MMGBSA  + amine,-54.65,,,,
1972,,CC(C)N(Cc1ccccc1F)C(=O)NCc1ccccc1C[NH+]1CCCCCC1,m_2708baa____4833158____3305100,412.57,3.905,,infinisee REAL + MMGBSA  + amine,-46.91,,,,
1972,,C[C@@H]1C[C@@H](C)C[NH+](Cc2ccccc2CNC(=O)N[C@H](c2ccccc2)C2(CO)CCCC2)C1,m_2708baa____907258____13192978,464.67,3.841,,infinisee REAL + MMGBSA  + amine,-64.56,,,,
1972,,O=C(NCc1ccc(C[NH+]2CCCCCC2)cc1)N(Cc1ccccc1)CC1CC1,m_2708baa____20619128____13610862,406.59,3.767,,infinisee REAL + MMGBSA  + amine,-37.42,,,,
1972,,C[C@@H]1C[C@@H](C)C[NH+](Cc2ccc(CNC(=O)N(CCc3ccc(F)cc3)C3CCCC3)cc2)C1,m_2708baa____907256____7024678,466.661,4.583,,infinisee REAL + MMGBSA  + amine,-46.99,,,,
1972,,CC1CC[NH+](Cc2ccccc2CN2C(=O)CCN(Cc3ccccc3N3CCCC3)C2=O)CC1,m_277130aaa____15465172____15468200____14751406,475.653,3.456,,infinisee REAL + MMGBSA  + amine,-46.7,,,,
1972,,Cc1cc([N@H+]2CCC[C@@H](O)C2)ccc1NC(=O)NCc1ccccc1C[N@H+]1CCCC[C@H]1C,m_2708baa____907038____24021858,451.631,3.235,,infinisee REAL + MMGBSA  + amine,-53.24,,,,
1972,,COc1ccc(CN(C(=O)NCc2ccc(C[NH+]3C[C@H](C)C[C@@H](C)C3)cc2)C2CC2)cc1,m_2708baa____907256____911726,436.616,3.63,,infinisee REAL + MMGBSA  + amine,-45.83,,,,
1972,,Cc1cc([N@H+]2CCC[C@@H](O)C2)ccc1NC(=O)NCc1ccccc1C[N@@H+]1CCC[C@@H](C)C1,m_2708baa____907048____24021858,451.631,3.093,,infinisee REAL + MMGBSA  + amine,-60.35,,,,
1972,,CC(=O)N1CCN(c2ccccc2CNC(=O)NCc2ccccc2C[NH+]2CCCC2)CC1,m_2708baa____906430____2690628,450.603,1.533,,infinisee REAL + MMGBSA  + amine,-56.67,,,,
1972,,C[C@@H]1C[C@@H](C)C[NH+](Cc2ccc(CNC(=O)N(Cc3ccccc3F)CC3CC3)cc2)C1,m_2708baa____907256____12058282,438.607,4.008,,infinisee REAL + MMGBSA  + amine,-40.96,,,,
1972,,CCC(CC)[C@@H](NC(=O)NCc1ccccc1C[NH+]1CCCCCC1)c1ccccc1,m_2708baa____4833158____914896,422.633,4.622,,infinisee REAL + MMGBSA  + amine,-56.6,,,,
1972,,CC[C@H](CO)N(Cc1ccccc1)C(=O)NCc1cccc(C[NH+]2CCC(C)CC2)c1,m_2708baa____3071132____18241006,424.605,2.984,,infinisee REAL + MMGBSA  + amine,-46.38,,,,
1972,,C[C@@H]1CCC[N@@H+](Cc2ccccc2CNC(=O)N[C@@H](c2cccc(C(F)(F)F)c2)C2CCCC2)C1,m_2708baa____907048____21492638,488.614,5.251,,infinisee REAL + MMGBSA  + amine,-61.11,,,,
