Participant ID,rank,smiles,Enamine catalog ID,mol_weight,logP,PAINS passed [y/n],Method,MMGBSA,Wim Recc.,Jude Recc.,Vina Score,Pharmaco score
1972,,C[C@H]([NH3+])Cc1ccc(C(=O)Nc2cc(C[NH3+])cc(C(F)(F)F)c2)cc1,PV-007314403321,353.3880000000001,1.8724999999999992,,classifier REAL + MMGBSA  + amine,-47.83,,,,
1972,,C[C@@H]([NH3+])c1cccc(NC(=O)c2cn(C)cc2C(F)(F)F)c1,Z4055617186,312.31499999999994,2.599100000000001,,classifier REAL + MMGBSA  + amine,-42.34,,,,
1972,,O=C(Nc1cn(CC(F)F)nn1)c1cccc(C2(F)C[NH2+]C2)c1,Z6448818847,326.30200000000013,0.5372999999999998,,classifier REAL + MMGBSA  + amine,-41.36,,,,
1972,,[NH3+]C[C@H](O)CC(=O)Nc1cc([C@@H]2CC2(F)F)cc(C(F)(F)F)c1,Z4079939797,339.284,1.7593999999999999,,classifier REAL + MMGBSA  + amine,-40.94,,,,
1972,,Cc1cc(C(F)F)n2ncc(C(=O)Nc3ccc([C@@H](C)[NH3+])cc3)c2n1,PV-002744880412,346.36100000000005,2.530520000000001,,classifier REAL + MMGBSA  + amine,-42.53,,,,
1972,,CSc1cc(NC(=O)c2cccc(C3(F)C[NH2+]C3)c2)ccc1C,PV-003630504115,331.436,2.7110200000000013,,classifier REAL + MMGBSA  + amine,-44.72,,,,
1972,,C[C@H]([NH3+])c1ccc(NC(=O)c2cccc(C3(C)CC3)c2)cc1,Z3138935720,295.406,3.293300000000002,,classifier REAL + MMGBSA  + amine,-40.56,,,,
1972,,[NH3+][C@H]1C[C@H](c2cccc(-c3ccc(C4(O)COC4)cc3)c2)C1,Z4224184709,296.39,2.0592999999999995,,classifier REAL + MMGBSA  + amine,-44.21,,,,
1972,,O=C(c1cccc(C2(F)C[NH2+]C2)c1)N1CCc2c(C3CC3)cccc21,Z6372336316,337.4180000000001,2.5087,,classifier REAL + MMGBSA  + amine,-41.76,,,,
1972,,Cc1ccc(C(C)(F)F)cc1NC(=O)c1ccc2nc(C[NH3+])cn2c1,PV-007858174599,345.3730000000001,2.748619999999999,,classifier REAL + MMGBSA  + amine,-42.81,,,,
